,FrameName,frameDefinitions,frameExamples,role,roleExamples
0,Cause_temperature_change,"In this frame, an Agent changes the temperature of an Item.",Margaret Anne <t>chilled</t> the salad to 30 degrees.,Agent,<fex>Ryan</fex> reheated the pasta in the microwave.
0,Cause_temperature_change,"In this frame, an Agent changes the temperature of an Item.",Margaret Anne <t>chilled</t> the salad to 30 degrees.,Item,Ryan reheated <fex>the pasta</fex> in the microwave.
0,Cause_temperature_change,"In this frame, an Agent changes the temperature of an Item.",Margaret Anne <t>chilled</t> the salad to 30 degrees.,Cause,<fex>The sun</fex> warmed the house.
0,Cause_temperature_change,"In this frame, an Agent changes the temperature of an Item.",Margaret Anne <t>chilled</t> the salad to 30 degrees.,Hot_Cold_source,We chilled the drinks <fex>on ice</fex>.
0,Cause_temperature_change,"In this frame, an Agent changes the temperature of an Item.",Margaret Anne <t>chilled</t> the salad to 30 degrees.,Time,
0,Cause_temperature_change,"In this frame, an Agent changes the temperature of an Item.",Margaret Anne <t>chilled</t> the salad to 30 degrees.,Place,
0,Expressing_publicly,A Communicator publically communicates some difficult-to-express Content which they (or a social group of which they are a member) have had for some time.,Those grievances can be <t>aired</t> during Board meetings. CNI,Communicator,<fex>Reagan</fex> gave voice to the innate patriotism of the American people.
0,Expressing_publicly,A Communicator publically communicates some difficult-to-express Content which they (or a social group of which they are a member) have had for some time.,Those grievances can be <t>aired</t> during Board meetings. CNI,Content,Members aired <fex>their grievances</fex> and resented the way higher education was being dealt with.
0,Expressing_publicly,A Communicator publically communicates some difficult-to-express Content which they (or a social group of which they are a member) have had for some time.,Those grievances can be <t>aired</t> during Board meetings. CNI,Medium,I do not especially espouse the ideas articulated by Diana Plesa <fex>in her article</fex>.
0,Expressing_publicly,A Communicator publically communicates some difficult-to-express Content which they (or a social group of which they are a member) have had for some time.,Those grievances can be <t>aired</t> during Board meetings. CNI,Time,"Sometimes, children may <fex>later</fex> put into words a memory from early life, but not customarily."
0,Expressing_publicly,A Communicator publically communicates some difficult-to-express Content which they (or a social group of which they are a member) have had for some time.,Those grievances can be <t>aired</t> during Board meetings. CNI,Place,John Ryan voiced concerns <fex>in Parliament</fex> about the suggestion that somehow the inquiry was not independent.
0,Hiding_objects,An Agent causes a Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a Hiding_place or putting in place an Obstruction that screens the object.,"Therefore, as I passed the school, I <t>hid</t> the gun and holster in the mailbox",Hidden_object,"Michael Jackson gave wine to the 13-year-old cancer patient at the center of
the molestation charges he's battling but concealed <fex>it</fex> inside a Coke can."
0,Hiding_objects,An Agent causes a Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a Hiding_place or putting in place an Obstruction that screens the object.,"Therefore, as I passed the school, I <t>hid</t> the gun and holster in the mailbox",Agent,<fex>The deputy</fex> concealed the bayonet under his coat.
0,Hiding_objects,An Agent causes a Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a Hiding_place or putting in place an Obstruction that screens the object.,"Therefore, as I passed the school, I <t>hid</t> the gun and holster in the mailbox",Hiding_place,He had concealed the necklace <fex>behind him</fex>.
0,Hiding_objects,An Agent causes a Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a Hiding_place or putting in place an Obstruction that screens the object.,"Therefore, as I passed the school, I <t>hid</t> the gun and holster in the mailbox",Time,
0,Hiding_objects,An Agent causes a Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a Hiding_place or putting in place an Obstruction that screens the object.,"Therefore, as I passed the school, I <t>hid</t> the gun and holster in the mailbox",Place,
0,Containing,In this frame a Container holds within its physical boundaries the Contents.,The box <t>holds</t> three hundred pictures.,Container,<fex>The box</fex> holds three hundred pictures.
0,Containing,In this frame a Container holds within its physical boundaries the Contents.,The box <t>holds</t> three hundred pictures.,Contents,The box holds <fex>three hundred pictures</fex>.
0,Containing,In this frame a Container holds within its physical boundaries the Contents.,The box <t>holds</t> three hundred pictures.,Time,
0,Achieving_first,A Cognizer introduces a New_idea into society.,It is difficult to imagine how different our lives would be without Edison's <t>invention</t> of the light bulb.,Cognizer,<fex>Kim Sung</fex> invented cinnamon cheez fries in 1988.
0,Achieving_first,A Cognizer introduces a New_idea into society.,It is difficult to imagine how different our lives would be without Edison's <t>invention</t> of the light bulb.,New_idea,
0,Achieving_first,A Cognizer introduces a New_idea into society.,It is difficult to imagine how different our lives would be without Edison's <t>invention</t> of the light bulb.,Time,The strong gravitic shield was discovered <fex>in 2162</fex>.
0,Achieving_first,A Cognizer introduces a New_idea into society.,It is difficult to imagine how different our lives would be without Edison's <t>invention</t> of the light bulb.,Place,Was the light bulb invented <fex>in Austria</fex>?
0,Aesthetics,An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge.,We saw this <t>beautiful</t> boat with the red sails several times,Entity,
0,Aesthetics,An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge.,We saw this <t>beautiful</t> boat with the red sails several times,Attribute,
0,Aesthetics,An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge.,We saw this <t>beautiful</t> boat with the red sails several times,Degree,
0,Aesthetics,An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge.,We saw this <t>beautiful</t> boat with the red sails several times,Time,
0,Aesthetics,An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge.,We saw this <t>beautiful</t> boat with the red sails several times,Place,
0,Evoking,Some Stimulus causes a Cognizer to think of a prior Phenomenon due to its perceived similarity.,I burned down the malt shop where we used to go just because it <t>reminds</t> me of you,Cognizer,
0,Evoking,Some Stimulus causes a Cognizer to think of a prior Phenomenon due to its perceived similarity.,I burned down the malt shop where we used to go just because it <t>reminds</t> me of you,Phenomenon,You remind me <fex>of my uncle Jerry</fex>
0,Evoking,Some Stimulus causes a Cognizer to think of a prior Phenomenon due to its perceived similarity.,I burned down the malt shop where we used to go just because it <t>reminds</t> me of you,Stimulus, <fex>Internationalization</fex> conjures up a world of diplomatic exchanges and international agencies in which the interests of ex-colonial and great powers still linger
